,molecule_chembl_id,IC50,units,smiles,pIC50
2142,CHEMBL343568,31000.0,nM,N=C(N)c1cccc(CCC(/C=C/c2ccccc2)NC(=O)c2ccc(-c3ccccc3)cc2)c1,4.508638306165727
2143,CHEMBL99951,31000.0,nM,N=C(N)c1ccc2nc(Cc3nc4ccc(C(=N)N)cc4[nH]3)[nH]c2c1,4.508638306165727
2144,CHEMBL2372684,31000.0,nM,CC[C@H](C)[C@H](NC(=O)[C@H](CCCCN)NC(=O)c1cc(O)ccc1O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C(=O)O)C(C)C,4.508638306165727
2145,CHEMBL1565647,31480.09,nM,O=c1[nH]c(=O)n(Cc2ccccc2)c2c1C(C(F)(F)F)(C(F)(F)F)NC(c1ccco1)=N2,4.5019640346850345
2146,CHEMBL85164,31600.0,nM,CN(C)C(=O)COC(=O)Cc1ccc(OC(=O)c2ccc(NC(=N)N)cc2)cc1.CS(=O)(=O)O,4.5003129173815966
2147,CHEMBL4547455,31622.78,nM,COc1ccc2c(c1)C(Cc1ccc(C(=N)N)c(OCc3cccnc3)c1)OB2O.Cl,4.499999953328896
2148,CHEMBL132330,32000.0,nM,N=C(N)c1ccc(CNC(=O)CC2OCCN(Nc3cccc(N)c3)C2=O)cc1,4.494850021680094
2149,CHEMBL239747,32200.0,nM,CC(=O)NC(Cc1ccc(NC(=N)N)cc1)P(=O)(Oc1ccccc1)Oc1ccccc1,4.492144128304169
2150,CHEMBL2417909,33000.0,nM,COc1ccc(-c2ccc(C(=O)NCC(C)(C)C)cc2C(=O)O)c(C(=O)Nc2ccc3nc(N)[nH]c3c2)n1,4.481486060122113
2151,CHEMBL554825,33000.0,nM,N=C(N)c1ccc(CNC(=O)CN2C(=O)[C@H](NS(=O)(=O)Cc3ccccc3)CSc3ccc(CC(N)C(=O)O)cc32)cc1.O=C(O)C(F)(F)F,4.481486060122113
2152,CHEMBL2417906,33000.0,nM,COc1ccc(-c2ccc(C(=O)N[C@H](CO)C(C)(C)C)cc2C(=O)O)c(C(=O)Nc2ccc3c(N)nccc3c2)n1,4.481486060122113
2153,CHEMBL2417910,33000.0,nM,COc1ccc(-c2ccc(C(=O)N[C@H](CO)C(C)(C)C)cc2C(=O)O)c(C(=O)Nc2cccc(C(N)=O)c2)n1,4.481486060122113
2154,CHEMBL554824,33000.0,nM,N=C(N)c1ccc(CNC(=O)CN2C(=O)[C@H](NS(=O)(=O)Cc3ccccc3)CSc3ccc(CCC(=O)O)cc32)cc1.O=C(O)C(F)(F)F,4.481486060122113
2155,CHEMBL2417907,33000.0,nM,COc1ccc(-c2ccc(C(=O)NCC(C)(C)C)cc2C(=O)O)c(C(=O)Nc2ccc3c(N)nccc3c2)n1,4.481486060122113
2156,CHEMBL341885,33000.0,nM,O=C(CCCCNC(=O)OCc1ccccc1)OCN1C(=O)c2ccccc2S1(=O)=O,4.481486060122113
2157,CHEMBL539993,33000.0,nM,N=C(N)c1ccc(CNC(=O)CCN2C(=O)[C@@H](NCC(=O)O)CSc3ccccc32)cc1.O=C(O)C(F)(F)F,4.481486060122113
2158,CHEMBL553237,33000.0,nM,N=C(N)c1ccc(CNC(=O)CN2C(=O)[C@H](NS(=O)(=O)Cc3ccccc3)CSc3ccc(CC(=O)O)cc32)cc1.O=C(O)C(F)(F)F,4.481486060122113
2159,CHEMBL379430,33000.0,nM,C[C@@H](NCC(=O)O)C(=O)NC1(C(=O)NCc2ccc(C(=N)N)cc2)Cc2ccccc2C1,4.481486060122113
2160,CHEMBL144342,33000.0,nM,O=C(Nc1ccc(C(=O)OCN2C(=O)c3ccccc3S2(=O)=O)cc1)OCc1ccccc1,4.481486060122113
2161,CHEMBL2417908,33000.0,nM,COc1ccc(-c2ccc(C(=O)N[C@H](CO)C(C)(C)C)cc2C(=O)O)c(C(=O)Nc2ccc3nc(N)[nH]c3c2)n1,4.481486060122113
2162,CHEMBL380157,33000.0,nM,CC(C)C[C@@H](NCC(=O)O)C(=O)NC1(C(=O)NCc2ccc(C(=N)N)cc2)Cc2ccccc2C1,4.481486060122113
2163,CHEMBL214309,33000.0,nM,N=C(N)c1ccc(CNC(=O)C2(NC(=O)[C@@H](NCC(=O)O)C3CCCCC3)Cc3ccccc3C2)cc1,4.481486060122113
2164,CHEMBL344560,33000.0,nM,O=C(CCNC(=O)OCc1ccccc1)OCN1C(=O)c2ccccc2S1(=O)=O,4.481486060122113
2165,CHEMBL3972737,33000.0,nM,COC(=O)Nc1ccc(-c2[nH]c([C@@H]3C[C@H](C4CCN(S(C)(=O)=O)CC4)CN3C(=O)/C=C/c3cc(Cl)ccc3-n3cnnn3)nc2Cl)cc1,4.481486060122113
2166,CHEMBL72279,33000.0,nM,CC(C)C(OC(=O)N1CCN(C(=O)N2C(=O)[C@H](CC3CCNCC3)[C@H]2C(=O)O)CC1)C(C)C,4.481486060122113
2167,CHEMBL265586,33000.0,nM,CCN(C(=O)C1=C(C(=O)NCc2ccc(C(=N)N)cc2)CCC1)c1ccccc1C,4.481486060122113
2168,CHEMBL424901,33000.0,nM,COc1cc2c(cc1OC)CC(NC(=O)[C@H](NCC(=O)O)C(C)C)(C(=O)NCc1ccc(C(=N)N)cc1)C2,4.481486060122113
2169,CHEMBL306448,33000.0,nM,O=C(O)[C@@H]1[C@@H](CCC2CCCNC2)C(=O)N1C(=O)N1CCN(C(=O)CCCCCc2ccccc2)CC1,4.481486060122113
2170,CHEMBL425613,33000.0,nM,CC(C)[C@@H](NCC(=O)O)C(=O)N[C@H](C(=O)NCc1ccc(C(=N)N)cc1)C1Cc2ccccc2C1,4.481486060122113
2171,CHEMBL540172,33000.0,nM,N=C(N)c1ccc(CNC(=O)CCN2C(=O)[C@@H](NC(=O)CCC(=O)O)CSc3ccccc32)cc1.O=C(O)C(F)(F)F,4.481486060122113
2172,CHEMBL384263,34000.0,nM,Cc1cccc(C(=O)N[C@H](CO)C(=O)N[C@@H](C)C(=O)NC(Cc2ccc(NC(=N)N)cc2)P(=O)(Oc2ccccc2)Oc2ccccc2)c1,4.468521082957745
2173,CHEMBL424630,34400.0,nM,N=C(N)c1ccc(CNC(=O)CC2OCCN(Nc3ccccc3)C2=O)cc1,4.46344155742847
2174,CHEMBL213216,35000.0,nM,C[C@H](NC(=O)[C@@H](CO)NC(=O)c1cccs1)C(=O)NC(Cc1ccc(NC(=N)N)cc1)P(=O)(Oc1ccccc1)Oc1ccccc1,4.455931955649724
2175,CHEMBL85154,35000.0,nM,C=CCN(CC(=O)O)C(=O)/C(C)=C/c1ccc(C(=O)Oc2ccc(C(=N)N)cc2)cc1.CS(=O)(=O)O,4.455931955649724
2176,CHEMBL1788244,35600.0,nM,N=C(N)c1ccc(CNC(=O)C[C@H]2OCCN(NCCc3ccccc3)C2=O)cc1,4.448550002027125
2177,CHEMBL27305,36000.0,nM,N=C(N)c1ccc2[nH]c(Cc3ccccc3F)cc2c1,4.443697499232713
2178,CHEMBL393873,36000.0,nM,CN1CCc2nc(C(=O)N[C@@H]3CCC[C@H]3NC(=O)c3cc4cc(Cl)ccc4[nH]3)sc2C1,4.443697499232713
2179,CHEMBL19152,36000.0,nM,CCOC(=O)C(Cc1cc2ccc(C(=N)N)cc2o1)c1ccc(O[C@H]2CCNC2)cc1,4.443697499232713
2180,CHEMBL1744053,36200.0,nM,N=C(N)c1ccc(CNC(=O)C[C@H]2OCCN(N(CCCc3ccccc3)CCCc3ccccc3)C2=O)cc1,4.441291429466834
2181,CHEMBL1744048,36800.0,nM,N=C(N)c1ccc(CNC(=O)C[C@H]2OCCN(NS(=O)(=O)Cc3ccccc3)C2=O)cc1,4.434152181326482
2182,CHEMBL1812011,37000.0,nM,COC(=O)c1c(C)oc2cc(OC)c(OCc3oc4cc(OC)c(OS(=O)(=O)[O-])cc4c3C(=O)OC)cc12.[Na+],4.431798275933005
2183,CHEMBL338615,37000.0,nM,N=C(N)c1ccc(CNC(=O)Cn2c(-c3ccccc3)c(Cl)nc(NCCN3CCOCC3)c2=O)cc1,4.431798275933005
2184,CHEMBL3953111,37000.0,nM,COC(=O)Nc1ccc(-c2cnc([C@@H]3C[C@H](C4CCN(S(C)(=O)=O)CC4)CN3C(=O)c3ccc(C(=N)N)cc3)[nH]2)cc1,4.431798275933005
2185,CHEMBL4574612,37700.0,nM,NCCCC[C@H](N)C(=O)O.O=C(Nc1ccc(Cl)cc1)c1ccc(NC(=O)c2ccc(-c3nc4cc(Cl)c(Cl)cc4[nH]3)cc2)c(C(=O)O)c1,4.423658649794207
2186,CHEMBL1788242,37700.0,nM,N=C(N)c1ccc(CNC(=O)C[C@H]2OCCN(NS(=O)(=O)c3ccccc3)C2=O)cc1,4.423658649794207
2187,CHEMBL417998,38000.0,nM,N=C(N)c1ccc(CNC(=O)C2CCCC=C2C(=O)N2CCCCC2)cc1,4.42021640338319
2188,CHEMBL2372685,38000.0,nM,CC[C@H](C)[C@H](NC(=O)[C@H](CCCCN)NC(=O)c1cc(O)ccc1O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O,4.42021640338319
2189,CHEMBL279270,38000.0,nM,CCOC(=O)C(Cc1ccc2cc(C(=N)N)ccc2c1)c1ccc(O[C@H]2CCNC2)cc1,4.42021640338319
2190,CHEMBL284805,38000.0,nM,N=C(N)c1ccc2[nH]c(-c3ccccc3O)cc2c1,4.42021640338319
2191,CHEMBL40862,39000.0,nM,N=C(N)NCCCC(C=O)NC(=O)CNC(=O)[C@H](CCCNC(=N)N)NS(=O)(=O)CCc1cccc2ccccc12,4.4089353929735005
2192,CHEMBL1604617,39011.62,nM,CSCCC(NC(=O)c1cccc(C)c1)C(=O)OCC(=O)NC(=O)c1cccn1C,4.408806014762485
2193,CHEMBL352681,40000.0,nM,N=C(N)NCCC[C@H](NC(=O)CN1CCN(S(=O)(=O)Cc2ccccc2)[C@H](CC(=O)O)C1=O)C(=O)c1nccs1,4.3979400086720375
2194,CHEMBL304592,40000.0,nM,CC1CCN(C(=O)[C@H](CCCNc2cnccn2)NS(=O)(=O)c2ccc3ccccc3c2)CC1,4.3979400086720375
2195,CHEMBL3956330,40000.0,nM,COC(=O)Nc1ccc(-c2[nH]c([C@@H]3C[C@H](C4CCN(S(C)(=O)=O)CC4)CN3C(=O)c3ccc(NC(=N)N)cc3)nc2Cl)cc1,4.3979400086720375
2196,CHEMBL3922841,40000.0,nM,CCOc1ccc(C[C@@H](NC(=O)c2ccccc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)NCc2ccc(CN)cc2)cc1,4.3979400086720375
2197,CHEMBL1557736,40869.84,nM,Cc1ccc(NC(=O)c2ccc3ccccc3n2)cc1S(=O)(=O)N1CCOCC1,4.3885970624903425
2198,CHEMBL254440,41300.0,nM,COc1cc(O)ccc1CCC(c1ccc(O)cc1)c1c(O)cc(O)cc1/C=C/c1ccc(O)cc1,4.384049948343599
2199,CHEMBL2372737,42000.0,nM,CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@H](CCCCN)NC(=O)c1cc(O)ccc1O)[C@@H](C)CC)C(=O)O,4.376750709602099
2200,CHEMBL146895,42000.0,nM,CC(=O)N[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)NCCCCN=C(N)N,4.376750709602099
2201,CHEMBL289477,42000.0,nM,CC(C)(C)OC(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](Cc1cccc2ccccc12)C(=O)NC(C=O)CCCN=C(N)N,4.376750709602099
2202,CHEMBL2372725,43000.0,nM,CC[C@H](C)[C@H](NC(=O)[C@H](CCCCN)NC(=O)c1cc(O)ccc1O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,4.366531544420414
2203,CHEMBL295211,43000.0,nM,COC(=O)CN1C(=O)[C@H](CCCCC(=N)N)[C@H]2c3ccccc3C[C@@H]21,4.366531544420414
2204,CHEMBL3115891,44000.0,nM,N=C(N)c1ccc(CNC(=O)[C@@H](CC2CCCN2)NC(=O)[C@@H](CC2CCCCC2)NCC(=O)O)cc1,4.356547323513812
2205,CHEMBL2372724,44000.0,nM,CC[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](NC(=O)[C@H](CCCCN)NC(=O)c1cc(O)ccc1O)[C@@H](C)CC)C(=O)O,4.356547323513812
2206,CHEMBL3115895,44000.0,nM,N=C(N)c1ccc(CNC(=O)C(CCC2CCNCC2)NC(=O)[C@@H](NCC(=O)O)C2CCCCC2)cc1,4.356547323513812
2207,CHEMBL537893,44400.0,nM,COc1ccc(S(=O)(=O)Nn2ccc(C)c(CC(=O)NCc3ccc(N)nc3)c2=O)c(OC)c1.Cl,4.35261702988538
2208,CHEMBL401261,44400.0,nM,Cc1ccnc(CNC(=O)Cc2c(C)ccn(NS(=O)(=O)c3ccccc3S(C)(=O)=O)c2=O)c1F,4.35261702988538
2209,CHEMBL540635,44400.0,nM,Cc1cc(-c2ccc(S(=O)(=O)Nn3ccc(C)c(CC(=O)NCc4ccc(N)nc4)c3=O)cc2)c(C)s1.Cl,4.35261702988538
2210,CHEMBL254681,44400.0,nM,Cc1ccnc(CNC(=O)Cc2c(C)ccn(NS(=O)(=O)c3c(C)cccc3Cl)c2=O)c1F,4.35261702988538
2211,CHEMBL558792,44400.0,nM,Cc1ccn(NCS(=O)(=O)c2ccc(Cl)cc2)c(=O)c1CC(=O)NCc1ccnc(N)c1.Cl,4.35261702988538
2212,CHEMBL537894,44400.0,nM,CCc1ccc(S(=O)(=O)Nn2ccc(C)c(CC(=O)NCc3ccnc(N)c3)c2=O)cc1.Cl,4.35261702988538
2213,CHEMBL254683,44400.0,nM,CCCc1ccc(S(=O)(=O)Nn2ccc(C)c(CC(=O)NCc3nccc(C)c3F)c2=O)cc1,4.35261702988538
2214,CHEMBL254682,44400.0,nM,Cc1ccnc(CNC(=O)Cc2c(C)ccn(NCCc3cc(Cl)ccc3F)c2=O)c1F,4.35261702988538
2215,CHEMBL125796,44580.0,nM,C=CC[C@@H]1C(=O)O[C@H]2CCN(C(=O)OCc3ccccc3)C21,4.350859935855781
2216,CHEMBL49757,44700.0,nM,N=C(N)c1ccc(CNC(=O)[C@@H]2CCC[C@H]2C(=O)NCc2ccccc2)cc1,4.349692476868063
2217,CHEMBL1076839,45200.0,nM,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H]([C@@H](C)CC)N2C(=O)[C@H](CC[C@H]2O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](NC(=O)[C@@H](COS(=O)(=O)O)OS(=O)(=O)O)[C@@H](C)OC1=O,4.3448615651886175
2218,CHEMBL1744052,45400.0,nM,N=C(N)c1ccc(CNC(=O)C[C@H]2OCCN(NCCCc3ccccc3)C2=O)cc1,4.342944147142896
2219,CHEMBL2372702,46000.0,nM,CC[C@H](NC(=O)[C@H](CCSC)NC(=O)[C@@H](NC(=O)[C@H](CCCCN)NC(=O)c1cc(O)ccc1O)[C@@H](C)CC)C(=O)O,4.337242168318426
2220,CHEMBL149924,46000.0,nM,NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)CCCc1ccccc1)C(=O)c1nccs1,4.337242168318426
2221,CHEMBL2372695,46000.0,nM,CC[C@H](NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCCN)NC(=O)c1cc(O)ccc1O)[C@@H](C)CC)C(=O)O,4.337242168318426
2222,CHEMBL179189,46000.0,nM,CN[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCOC)C(=O)c1nc2ccccc2s1,4.337242168318426
2223,CHEMBL215295,47000.0,nM,N=C(N)c1ccc(CNC(=O)C2(NC(=O)[C@H](NCC(=O)O)C3CCCCC3)Cc3ccccc3C2)cc1,4.327902142064283
2224,CHEMBL3409890,48000.0,nM,COc1ccc(NC(=O)c2ccc(Cl)cc2)c(C(=O)Nc2ccc(N3CCCCC3=O)cc2)c1,4.318758762624412
2225,CHEMBL208464,48000.0,nM,Nc1ccc(OC(=O)c2cc3cc(CCl)ccc3oc2=O)cc1,4.318758762624412
2226,CHEMBL290162,48000.0,nM,COC(=O)C(O)[C@H](CCCCN=C(N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](N)Cc1ccccc1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,4.318758762624412
2227,CHEMBL452174,48000.0,nM,N=C(N)c1ccc(CNC(=O)CN2C(=O)[C@@H](NS(=O)(=O)Cc3ccccc3)CSc3ccccc32)cc1.O=C(O)C(F)(F)F,4.318758762624412
2228,CHEMBL419153,48000.0,nM,COc1ccc2ccc(S(=O)(=O)NC(Cc3ccc4c(N)nccc4c3)C(=O)N3CCC(C)CC3)cc2c1,4.318758762624412
2229,CHEMBL3198089,48833.7,nM,CC(O)C(=O)N/N=C/c1cccc2ccccc12,4.311280369127578
2230,CHEMBL435213,48990.0,nM,C=CC[C@H]1C(=O)O[C@H]2CCN(C(=O)OCc3ccccc3)C21,4.30989256054367
2231,CHEMBL289734,49000.0,nM,CCC(NC(=O)[C@@H](NC(=O)[C@H](CCSC)NC(=O)[C@H](CCCCN)NC(=O)c1cc(O)ccc1O)C(C)CC)C(=O)O,4.309803919971486
2232,CHEMBL1518232,50000.0,nM,C#CCNc1cc(C)nc2ncnn12,4.301029995663981
2233,CHEMBL1559958,50000.0,nM,N#Cc1sc2nc(-c3ccccc3)cc(C(F)(F)F)c2c1N,4.301029995663981
2234,CHEMBL1348430,50000.0,nM,Cc1cc(C(=O)CSc2nnnn2C)c(C)n1-c1cccc(F)c1,4.301029995663981
2235,CHEMBL523874,50000.0,nM,Cc1ccc2oc(=O)c(C(=O)NCc3cccc4ccccc34)cc2c1,4.301029995663981
2236,CHEMBL1596369,50000.0,nM,O=C(CSc1nc2ncnc-2c(O)[nH]1)NC1CCCCC1,4.301029995663981
2237,CHEMBL1324333,50000.0,nM,CCOC(=O)Cn1c(=O)oc2cc(S(=O)(=O)NCCc3ccc(C)cc3)ccc21,4.301029995663981
2238,CHEMBL4162159,50000.0,nM,CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@@H]2CCCN2C(=O)CNC(=O)[C@H](CO)NC(=O)[C@H](CCCCN)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@@H]2CSSC[C@H](NC1=O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(=O)O)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)N2,4.301029995663981
2239,CHEMBL1498734,50000.0,nM,Cn1c(Cl)nc2c1c(=O)n(Cc1cccc(Br)c1)c(=O)n2C,4.301029995663981
2240,CHEMBL1517443,50000.0,nM,CCOc1ccc(C(=O)NCC(=O)OC(C)C(=O)NCc2ccco2)cc1OCC,4.301029995663981
2241,CHEMBL1538071,50000.0,nM,Cc1c(NS(=O)(=O)c2ccc(Cl)c(C(=O)OCC(=O)NCc3ccco3)c2)c(=O)n(-c2ccccc2)n1C,4.301029995663981
2242,CHEMBL1570270,50000.0,nM,COc1c(C)cc(C(=O)C2CCCN(S(=O)(=O)c3c(C)noc3C)C2)cc1C,4.301029995663981
2243,CHEMBL1343309,50000.0,nM,Cc1cccc(C(=O)Nc2sc(C)c(-c3ccccc3)c2C#N)c1,4.301029995663981
2244,CHEMBL1457821,50000.0,nM,COc1ccc(CCNC(=O)C2CCC(CNS(=O)(=O)c3ccccc3)CC2)cc1OC,4.301029995663981
2245,CHEMBL495155,50000.0,nM,Cc1cc(C)cc(NC(=O)c2cc3cc(Cl)cc(Br)c3oc2=O)c1,4.301029995663981
2246,CHEMBL1997717,50000.0,nM,Cc1cccc(C)c1NC(=S)N/N=C/c1c(Cl)cccc1Cl,4.301029995663981
2247,CHEMBL1485997,50000.0,nM,Cn1c(SCC(=O)c2ccc3c(c2)NC(=O)CO3)nc2ccccc21,4.301029995663981
2248,CHEMBL1495985,50000.0,nM,C=CCNC(=O)C(C#N)c1nc2ccccc2nc1N1CCN(Cc2ccccc2)CC1,4.301029995663981
2249,CHEMBL522532,50000.0,nM,Cc1ccc(NC(=O)c2cc3cc(C)ccc3oc2=O)cc1,4.301029995663981
2250,CHEMBL1491958,50000.0,nM,C=CCNC(=O)/C(C#N)=C\c1cc(Cl)c(O)c(OCC)c1,4.301029995663981
2251,CHEMBL1570863,50000.0,nM,COc1cccc(-c2cc(C(=O)Nc3c(C)nn(Cc4ccccc4)c3C)no2)c1,4.301029995663981
2252,CHEMBL1421353,50000.0,nM,Cc1ccccc1-n1ncc2c(SCC(=O)N3c4ccccc4CC3C)ncnc21,4.301029995663981
2253,CHEMBL1319503,50000.0,nM,Cc1ccc2c(c1)c1c3n2CCCNC3CCC1,4.301029995663981
2254,CHEMBL1376746,50000.0,nM,COc1cccc(NC(=S)N(CCCN2CCCC2)Cc2ccco2)c1,4.301029995663981
2255,CHEMBL1386734,50000.0,nM,O=C(COc1cc(Cl)c(Cl)cc1Cl)N1CCN(c2ccccn2)CC1,4.301029995663981
2256,CHEMBL1516705,50000.0,nM,Oc1nc2ccc(Cl)cc2c(-c2ccccc2)c1N1CCOCC1,4.301029995663981
2257,CHEMBL3195524,50000.0,nM,CCOC(=O)C(/C=N/c1cccc(C)c1C)=C(/O)OCC,4.301029995663981
2258,CHEMBL447503,50000.0,nM,COc1ccc2cc(C(=O)Nc3ccccc3)c(=O)oc2c1,4.301029995663981
2259,CHEMBL1360370,50000.0,nM,OC1(c2ccc(F)cc2)CCN(Cc2nnnn2Cc2cccs2)CC1,4.301029995663981
2260,CHEMBL1320375,50000.0,nM,CC1CCc2c(sc(NC(=O)COC(=O)C3CCCO3)c2C#N)C1,4.301029995663981
2261,CHEMBL1576702,50000.0,nM,O=C1C=C(O)c2c(O)cccc2C1=O,4.301029995663981
2262,CHEMBL544752,50000.0,nM,CC(CO)(CO)NCc1ccc(-c2ccccc2)cc1.Cl,4.301029995663981
2263,CHEMBL1380510,50000.0,nM,COc1ccccc1NC(=O)CCS(=O)(=O)c1ccccc1,4.301029995663981
2264,CHEMBL1420705,50000.0,nM,CCOC(=O)N1CCN(C(=O)C2CCCN(S(=O)(=O)c3cc(C)ccc3OC)C2)CC1,4.301029995663981
2265,CHEMBL1340308,50000.0,nM,O=[N+]([O-])c1ccc(-c2cc(O)n3nc(-c4ccc(Cl)cc4)cc3n2)cc1,4.301029995663981
2266,CHEMBL508427,50000.0,nM,O=C(Nc1ccccc1)c1cc2ccc(O)cc2oc1=O,4.301029995663981
2267,CHEMBL1380485,50000.0,nM,O=C(CSc1nc(O)c2cnn(-c3ccc(F)cc3)c2n1)N1CCCCCC1,4.301029995663981
2268,CHEMBL3093814,50000.0,nM,CC(C)(C)C(=O)Oc1coc(CSc2nc3cc(C(=O)O)ccc3o2)cc1=O,4.301029995663981
2269,CHEMBL1477032,50000.0,nM,CC(Sc1nnc(-c2cc3ccccc3o2)n1-c1ccccc1)C(=O)O,4.301029995663981
2270,CHEMBL1495621,50000.0,nM,Cc1nn(Cc2ccc(C(=O)Nc3nccs3)cc2)c(C)c1Cl,4.301029995663981
2271,CHEMBL1325551,50000.0,nM,CCOC(=O)c1c(-c2ccc(C)cc2)csc1NC(=O)CCN1CCOCC1,4.301029995663981
2272,CHEMBL1580892,50000.0,nM,CCC(C)NCCOc1ccc(C)cc1[N+](=O)[O-].O=C(O)C(=O)O,4.301029995663981
2273,CHEMBL1402372,50000.0,nM,CCOC(=O)c1cnn(-c2ncnc3sc4c(c23)CCC4)c1N,4.301029995663981
2274,CHEMBL1367213,50000.0,nM,CCN(CC)Cc1ccccc1Sc1ccccc1.O=C(O)/C=C\C(=O)O,4.301029995663981
2275,CHEMBL1378678,50000.0,nM,Cc1ccc(C)c(S(=O)(=O)NCCCN2CCOCC2)c1,4.301029995663981
2276,CHEMBL1390074,50000.0,nM,Cc1occc1C(=O)Nc1cc(C(F)(F)F)ccc1Cl,4.301029995663981
2277,CHEMBL1490799,50000.0,nM,COc1ccc(-c2c[n+]3c4n2CCCCC4=C(c2ccccc2)C3)cc1.[Br-],4.301029995663981
2278,CHEMBL1427183,50000.0,nM,CCc1nnc(NC(=O)CCN(c2ccc(C)cc2)S(=O)(=O)c2ccccc2)s1,4.301029995663981
2279,CHEMBL1566851,50000.0,nM,CCOC(=O)c1ccc(NC(=O)NC2CCN(CC(=O)NCc3ccc4c(c3)OCO4)CC2)cc1,4.301029995663981
2280,CHEMBL1426375,50000.0,nM,COc1cc(OC)cc(C(=O)NNC(=O)c2ccccc2Br)c1,4.301029995663981
2281,CHEMBL1423724,50000.0,nM,CCC(C(=O)OCC(=O)Nc1ccc(SC(F)F)cc1)c1ccccc1,4.301029995663981
2282,CHEMBL1441776,50000.0,nM,Cc1nc(-c2cnn(-c3ccccc3)c2)c2cc(C)oc2n1,4.301029995663981
2283,CHEMBL1382130,50000.0,nM,COc1ccccc1NC(=O)N1CCCC1C(=O)NC1CCCCC1,4.301029995663981
2284,CHEMBL1427169,50000.0,nM,Cn1nccc1-c1cc(Cl)cc(Cl)c1O,4.301029995663981
2285,CHEMBL1331413,50000.0,nM,CC(Nc1nc(O)c2c(ncn2Cc2ccccc2)n1)C(=O)O,4.301029995663981
2286,CHEMBL1459868,50000.0,nM,CCOc1ccc(C2CC(=O)N(Nc3ccc([N+](=O)[O-])cc3[N+](=O)[O-])C2=O)cc1,4.301029995663981
2287,CHEMBL4208878,50000.0,nM,NCc1ccc(NC(=O)c2c([O-])ccc[n+]2Cc2nccn2Cc2ccccc2)cc1,4.301029995663981
2288,CHEMBL3194435,50000.0,nM,CC(=N)/C(C#N)=C(/O)CSc1nc2cc(Cl)ccc2s1,4.301029995663981
2289,CHEMBL521526,50000.0,nM,Cc1cc(C)cc(NC(=O)c2cc3cc(Cl)cc(Cl)c3oc2=O)c1,4.301029995663981
2290,CHEMBL1393121,50000.0,nM,CCOc1ccc(OCC)c(NC(=O)C2CCCN(S(=O)(=O)c3c[nH]cn3)C2)c1,4.301029995663981
2291,CHEMBL494800,50000.0,nM,Cc1ccc2oc(=O)c(C(=O)Nc3ccc(Cl)cc3)cc2c1,4.301029995663981
2292,CHEMBL4594271,50000.0,nM,N#Cc1cccc(C(NCC2CC2)c2ccc(F)c(NC(=O)c3cc(C(F)(F)F)nn3-c3cccc(CN)c3)c2)c1,4.301029995663981
2293,CHEMBL40764,50000.0,nM,N=C(N)NCCCC(C=O)NC(=O)CNC(=O)[C@H](CCCNC(=N)N)NS(=O)(=O)Cc1ccccc1,4.301029995663981
2294,CHEMBL1528258,50000.0,nM,Cc1cccc(Nc2nc(N)nc(CCl)n2)c1,4.301029995663981
2295,CHEMBL1522472,50000.0,nM,Cc1cc(C)c2c3c(sc2n1)C(c1cccc(F)c1)C(C#N)=C(N)O3,4.301029995663981
2296,CHEMBL1497640,50000.0,nM,C=C(C)CN(CC)C(=O)CC1C(=O)NCCN1CC(C)(C)C,4.301029995663981
2297,CHEMBL1607381,50000.0,nM,CCc1ccccc1N1C(=O)CC(=O)NC1=O,4.301029995663981
2298,CHEMBL1424840,50000.0,nM,CCc1nc(O)c2ccsc2n1,4.301029995663981
2299,CHEMBL1495018,50000.0,nM,CCCOP(=O)(c1ccc(N(C)C)cc1)C(O)c1ccncc1,4.301029995663981
2300,CHEMBL1229545,50000.0,nM,O=C(O)Cc1ccccc1C(=O)O,4.301029995663981
2301,CHEMBL1561302,50000.0,nM,CC(=O)c1ccc(S(=O)(=O)Nc2ccc(-c3cn4c(n3)SCC4)cc2)cc1,4.301029995663981
